PC1_Approval_rate_Total_units_approved_Total_units_grade,PC2_Total_units_enrolled_Total_units_approved_Total_units_grade,PC3_Total_units_enrolled_Total_units_grade_Curricular units 1st sem (enrolled),PC4_Application mode_Age at enrollment_Displaced,PC5_Debtor_Tuition fees up to date_Age at enrollment,PC6_Debtor_Curricular units 1st sem (evaluations)_Curricular units 2nd sem (evaluations),PC7_Gender_Displaced_Age at enrollment,PC8_Scholarship holder_Curricular units 1st sem (evaluations)_Curricular units 2nd sem (evaluations),PC9_Displaced_Application mode_Age at enrollment,PC10_Tuition fees up to date_Debtor_Displaced,Target
-2.0167089118391255,-10.824372959287333,-2.4701926674457595,-0.9163359467853809,-1.0813229449469717,0.481313713451233,1.4628062719172004,-0.15242369420527235,1.2148987362444612,-0.004506537143401582,0
14.531890051265323,-0.42002820010868236,0.16539397711735354,0.17162434955459444,1.0797458541609846,0.897685096900877,1.6528146263062955,-1.5095339191070867,-0.2925084377204116,-2.1863712086303533,2
-32.13702741804342,-1.1376236548735785,0.3177088496228729,-3.0466149823149697,0.6410195491915246,1.1782967418281025,1.614150568521345,-1.3296528655366433,-0.7432931314353638,-1.7694572857798756,0
10.807802997019879,0.16474595220761087,-0.21054859978143065,-0.24972675219831778,0.3526972136400591,-0.7345111363921173,-0.2627842398967576,-0.45522674048709705,0.880610748561643,-0.087276213901975,2
10.57134778886428,-0.12506062654919683,1.334502236694774,1.8502147244757823,-2.19261853461554,0.979062970714906,-1.173299285497244,-0.6455840521588568,0.973990215272051,0.048137195461830304,2
1.1784733153739861,4.337398170933479,-0.8028897864799736,-2.4036595603972475,-0.04688332980860682,0.6969904900732175,-0.12844855982114983,1.1635641394481775,-0.061549053026770315,-0.5152393839457419,2
0.43558996110370574,-6.576506438198675,3.23776865127619,-0.8917743240939474,1.388219969161077,-0.5170736277103288,1.325104509152181,-0.29152665419071455,-0.19030400538390974,-1.809751270599709,0
14.676079607486336,0.0801955007019558,-0.3442222491956662,-0.6444898950184298,-0.4261313120757608,0.6895942976867423,-0.7663517488453369,1.221446101574513,-1.4696709055455697,0.17200762183575666,2
-4.390919541988194,1.388346754482792,-0.8753698534772648,1.058368773171987,4.54096354904053,1.410969304914947,-0.16227016213316167,-0.08554308158111139,0.5981776954891687,0.35243778670632636,0
10.838678573927634,0.001978889134592654,-0.6731161306634941,-1.0993395597093405,0.439801696086828,-0.4141244630174805,-0.1327364997885497,-0.9712182131160603,0.36740473060075424,0.023537242555082178,2
0.5826855459045599,4.364480660754398,-0.14270835972279713,-2.6208737940134523,0.07739932654637557,0.5360531363097595,-0.12389673977907101,1.1527905807941716,-0.20943506218581903,-0.5170230121593078,2
-32.05049429090945,-0.6141243941551822,-0.03405510064049737,-3.441783238376328,-0.04166026471259767,-0.458920509599298,-0.2668510546113641,-0.3745892197496654,0.36003359789210876,0.3417037462020032,0
10.67181677990899,-0.4920677390047863,0.810547512083883,-0.7214288073151058,-0.7554595276444986,0.602641987050402,-0.5419661183084152,1.9213414511432678,1.2464581551176086,-0.8775764561485687,2
-1.1600342102766694,0.3545193097689864,-2.7424799994881317,-1.5147537671084756,-0.058525292740912685,0.6631301629181697,-0.4587297911476602,1.4036575529638253,-0.06062949792935707,-0.5834843078253,2
-12.238454138000465,0.09197559268819532,-0.46511425253344074,-1.7367320330763563,0.4829782929588845,-0.7829572867839814,-0.26059411977110664,-0.3571705320745005,0.39841017050305017,0.11189668072521786,0
-19.837696596247326,2.660870984979667,-2.3862332996869724,0.5636740689693175,0.9150453298502885,-1.7961496247037472,-0.5888569252940787,0.5443382749807724,0.5681787542117104,-0.08285910306532458,1
1.1094797569123023,4.220916220481516,-0.4505962975502943,-1.4790190397525689,-0.14971489304739471,0.1731007390635803,0.029757026343785346,-1.0443719780501364,0.8449412793581476,-0.06834804016840702,2
-0.9407284198567278,0.05668053939112973,-2.258426376081757,-0.34973774969351057,0.39863086172859963,-0.6157073765307142,-0.35756691815956837,-0.4728146313737126,0.5622668421153854,-0.010425562123792805,2
0.605078775483904,2.604941340305544,-0.5867591381898439,-1.6444113773373075,0.30889882595440427,-0.2953759219457106,-0.033156550883954396,-0.9574779502573444,0.39531716739803424,0.06629374827176786,1
-1.942370914304432,-10.652395386670468,-2.648937357681453,-1.5986056752076614,-1.3940186512759143,1.486509716784482,-1.1502694003416671,1.7141772403412792,-0.768182637058814,0.5244330812429098,2
0.938580124831567,3.8376171148627503,0.5799343475431558,-1.2231985809021733,0.05458098830385073,-0.5250283566417077,-0.021943562602384344,-0.42270437109501385,1.1414723290023443,0.04857448456579533,1
